n_qubits,n_gates,depth,ideal_0,ideal_1,ideal_2,ideal_3,ideal_4,ideal_5,ideal_6,ideal_7,ideal_8,ideal_9,ideal_10,ideal_11,ideal_12,ideal_13,ideal_14,ideal_15,low_0,low_1,low_2,low_3,low_4,low_5,low_6,low_7,low_8,low_9,low_10,low_11,low_12,low_13,low_14,low_15,moderate_0,moderate_1,moderate_2,moderate_3,moderate_4,moderate_5,moderate_6,moderate_7,moderate_8,moderate_9,moderate_10,moderate_11,moderate_12,moderate_13,moderate_14,moderate_15,high_0,high_1,high_2,high_3,high_4,high_5,high_6,high_7,high_8,high_9,high_10,high_11,high_12,high_13,high_14,high_15
2,11,8,0.1876,0.1847,0.2504,0.3773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2744,0.1907,0.3063,0.2286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3248,0.1912,0.3078,0.1762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3526,0.1907,0.2987,0.158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,12,7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1401,0.0758,0.0633,0.0466,0.0865,0.0499,0.0562,0.0358,0.0996,0.0569,0.0573,0.039,0.0709,0.0397,0.0462,0.0362,0.1345,0.0745,0.0664,0.0529,0.0896,0.0524,0.0462,0.038,0.1025,0.0611,0.0524,0.0414,0.071,0.0454,0.0392,0.0325,0.1326,0.08,0.0635,0.0511,0.0919,0.0547,0.0468,0.0374,0.1035,0.0584,0.052,0.0413,0.0719,0.0455,0.0379,0.0315
2,14,6,0.2504,0.7496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2893,0.6397,0.0219,0.0491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3312,0.5319,0.0537,0.0832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3442,0.4648,0.0816,0.1094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,11,7,0.0001,0.0028,0.165,0.8321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1353,0.1512,0.229,0.4845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.228,0.2014,0.2547,0.3159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2974,0.2115,0.2651,0.226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,11,5,0.0,0.0,0.0,0.0,0.2518,0.2517,0.2473,0.2492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1142,0.1076,0.1095,0.0977,0.1592,0.1359,0.1505,0.1254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1359,0.1202,0.1177,0.1053,0.1543,0.1255,0.1303,0.1108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.153,0.1169,0.1186,0.0984,0.1553,0.1292,0.1239,0.1047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,19,8,0.0118,0.0983,0.0215,0.1547,0.0018,0.0131,0.0614,0.3904,0.002,0.0117,0.002,0.013,0.0168,0.0963,0.0137,0.0915,0.0627,0.0893,0.0632,0.088,0.0621,0.0856,0.0586,0.0863,0.0446,0.0636,0.0432,0.0588,0.0366,0.0633,0.0396,0.0545,0.0795,0.0959,0.069,0.0738,0.0751,0.0801,0.0611,0.0655,0.0543,0.0607,0.0483,0.0509,0.0469,0.0526,0.0415,0.0448,0.0881,0.093,0.0775,0.0706,0.0784,0.074,0.0629,0.0623,0.0592,0.059,0.0473,0.0487,0.052,0.0496,0.0382,0.0392
2,10,6,0.5584,0.0604,0.0635,0.3177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3915,0.1795,0.1683,0.2607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3388,0.2175,0.2175,0.2262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3192,0.2377,0.2435,0.1996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,5,2,0.4944,0.5056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4919,0.4595,0.0265,0.0221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4894,0.4082,0.0551,0.0473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4673,0.381,0.0827,0.069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,7,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1244,0.03,0.7669,0.0787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.216,0.0628,0.5944,0.1268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2595,0.101,0.4773,0.1622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,16,7,0.093,0.1722,0.1584,0.0773,0.1537,0.0801,0.0931,0.1722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1471,0.1404,0.1332,0.0992,0.1363,0.1097,0.1201,0.114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1697,0.1414,0.1244,0.1003,0.1359,0.1143,0.1113,0.1027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1765,0.1403,0.1317,0.1051,0.1377,0.1161,0.1049,0.0877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,8,4,0.3229,0.0,0.0,0.6771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2088,0.1782,0.1721,0.2811,0.0433,0.0357,0.0341,0.0467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1817,0.185,0.1738,0.1944,0.0631,0.0709,0.0619,0.0692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1702,0.1797,0.1637,0.1667,0.0871,0.0864,0.0707,0.0755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,11,6,0.6372,0.0,0.3628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.227,0.16,0.1199,0.0941,0.1276,0.0959,0.0903,0.0852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2155,0.1717,0.1155,0.0929,0.1279,0.1029,0.0947,0.0789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2213,0.1743,0.116,0.0922,0.136,0.1005,0.0888,0.0709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,10,8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5537,0.1336,0.1878,0.1249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4013,0.1771,0.2604,0.1612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3501,0.1994,0.2772,0.1733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,13,7,0.3093,0.1495,0.3649,0.1763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3323,0.1577,0.3403,0.1697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3456,0.1746,0.3127,0.1671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3432,0.1877,0.3058,0.1633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,8,4,0.0,0.5011,0.0,0.0,0.0,0.4989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.183,0.142,0.1154,0.0971,0.1538,0.1214,0.0983,0.089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2204,0.11,0.1277,0.0885,0.1797,0.0965,0.1029,0.0743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2186,0.1176,0.1282,0.0915,0.1778,0.0936,0.1027,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,14,7,0.4608,0.0,0.0,0.0,0.0003,0.0034,0.0,0.0,0.4987,0.0339,0.0,0.0,0.0005,0.0013,0.0,0.0011,0.1435,0.0696,0.1222,0.0629,0.059,0.0399,0.0547,0.0342,0.0787,0.0515,0.0673,0.0436,0.057,0.0368,0.0483,0.0308,0.1408,0.075,0.122,0.0636,0.0691,0.0466,0.0638,0.0357,0.079,0.0451,0.0686,0.0416,0.0521,0.0296,0.0423,0.0251,0.1405,0.0795,0.1145,0.0649,0.0785,0.0464,0.0587,0.0395,0.0784,0.0476,0.0654,0.0376,0.0513,0.0292,0.0437,0.0243
4,12,3,0.0234,0.0,0.2232,0.0,0.0241,0.0,0.2204,0.0,0.0274,0.0,0.2295,0.0,0.0262,0.0,0.2258,0.0,0.0758,0.0175,0.1657,0.0352,0.054,0.0147,0.1156,0.0325,0.0777,0.0179,0.1533,0.0362,0.0489,0.0138,0.1114,0.0298,0.1104,0.0435,0.1276,0.0482,0.0688,0.0322,0.0768,0.0401,0.0906,0.0348,0.1054,0.043,0.0549,0.029,0.0644,0.0303,0.1216,0.0624,0.1063,0.0538,0.0741,0.0393,0.0609,0.0424,0.0972,0.0444,0.0867,0.0391,0.0566,0.0333,0.0507,0.0312
4,15,7,0.0969,0.0,0.4281,0.0,0.0357,0.0,0.4393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1309,0.0649,0.0677,0.0471,0.0702,0.0455,0.0585,0.0427,0.114,0.0627,0.0594,0.0444,0.0614,0.0399,0.0517,0.039,0.142,0.0757,0.0717,0.0467,0.0756,0.0438,0.0488,0.029,0.1259,0.0676,0.0619,0.0354,0.0663,0.0416,0.0421,0.0259,0.1361,0.0786,0.0797,0.0478,0.0848,0.0485,0.0478,0.0279,0.1098,0.0639,0.0692,0.0362,0.0651,0.0393,0.0416,0.0237
3,16,7,0.0472,0.0329,0.2434,0.3467,0.0354,0.0094,0.1261,0.1589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1431,0.1309,0.1408,0.1252,0.1315,0.1069,0.1167,0.1049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1788,0.1535,0.1122,0.1002,0.143,0.1288,0.0998,0.0837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1913,0.1572,0.109,0.0901,0.159,0.121,0.0936,0.0788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,11,5,0.2228,0.6287,0.0378,0.1107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2714,0.5327,0.0655,0.1304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3049,0.4715,0.0861,0.1375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3183,0.4114,0.1181,0.1522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,9,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0616,0.1444,0.0949,0.0483,0.039,0.0684,0.0599,0.0579,0.0408,0.0733,0.0529,0.0374,0.0289,0.058,0.0443,0.1108,0.0782,0.0801,0.0637,0.0812,0.061,0.0609,0.0454,0.0695,0.0516,0.063,0.0483,0.0586,0.0407,0.0469,0.0401,0.1235,0.084,0.0735,0.0503,0.0981,0.0645,0.0594,0.0395,0.0759,0.0555,0.0559,0.0439,0.0594,0.0411,0.0449,0.0306
4,12,6,0.0017,0.0,0.0,0.0,0.9983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1423,0.0734,0.0615,0.0378,0.119,0.0802,0.067,0.0416,0.0764,0.0467,0.035,0.0327,0.0754,0.0527,0.0327,0.0256,0.14,0.0846,0.067,0.047,0.0995,0.069,0.0616,0.0422,0.0846,0.0542,0.0484,0.0302,0.0668,0.0433,0.0369,0.0247,0.1388,0.0884,0.0771,0.0509,0.0966,0.0641,0.0578,0.0375,0.0853,0.0556,0.0507,0.0291,0.0659,0.0428,0.0356,0.0238
3,10,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4371,0.1539,0.109,0.0974,0.079,0.0595,0.0345,0.0296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2857,0.1789,0.1322,0.1094,0.106,0.0792,0.0571,0.0515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2385,0.1768,0.1297,0.1052,0.1194,0.0952,0.0719,0.0633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,24,8,0.0064,0.1893,0.01,0.2927,0.0,0.0,0.0,0.0,0.0247,0.138,0.0329,0.2074,0.0333,0.0053,0.0517,0.0083,0.1057,0.1079,0.0756,0.0719,0.0578,0.0607,0.0538,0.0493,0.0585,0.0578,0.0498,0.0566,0.0532,0.0474,0.049,0.045,0.1099,0.1177,0.0783,0.077,0.069,0.0656,0.0471,0.0497,0.0586,0.0579,0.0449,0.047,0.0522,0.0479,0.0394,0.0378,0.1214,0.122,0.0762,0.072,0.0723,0.0746,0.0517,0.0443,0.0598,0.0604,0.0456,0.0393,0.0472,0.0472,0.0345,0.0315
4,7,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2922,0.0702,0.1173,0.0403,0.1038,0.0328,0.1194,0.0384,0.0554,0.0156,0.0346,0.0108,0.0244,0.0083,0.0286,0.0079,0.1799,0.0845,0.105,0.0537,0.0874,0.0454,0.0985,0.0536,0.0644,0.0308,0.0485,0.0268,0.04,0.0204,0.0395,0.0216,0.1446,0.0887,0.0908,0.0596,0.0896,0.0553,0.0786,0.0493,0.0729,0.0469,0.0507,0.0324,0.0441,0.0294,0.0429,0.0242
2,10,6,0.4243,0.4148,0.0813,0.0796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3215,0.3069,0.2012,0.1704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3094,0.26,0.2273,0.2033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2969,0.2414,0.2543,0.2074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,9,2,0.4586,0.0,0.0,0.5414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2926,0.1445,0.1593,0.1559,0.0547,0.0444,0.04,0.0388,0.0207,0.0112,0.0116,0.0114,0.0047,0.0036,0.0033,0.0033,0.2437,0.1282,0.1517,0.0859,0.0817,0.0687,0.0552,0.0486,0.0361,0.0204,0.0253,0.0128,0.0146,0.0107,0.0092,0.0072,0.2144,0.1135,0.1216,0.0738,0.0943,0.0822,0.0601,0.0491,0.0474,0.0273,0.0281,0.0182,0.0253,0.0189,0.0152,0.0106
3,11,4,0.4051,0.5902,0.0,0.0,0.0,0.0,0.0022,0.0025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2585,0.2892,0.0868,0.0927,0.0724,0.0886,0.0552,0.0566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1955,0.177,0.1151,0.1091,0.1179,0.1064,0.0939,0.0851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1738,0.1388,0.1298,0.1063,0.1391,0.119,0.1079,0.0853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,14,8,0.013,0.474,0.016,0.497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0709,0.4451,0.0692,0.4148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1222,0.4151,0.1091,0.3536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1764,0.3778,0.1412,0.3046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,14,5,0.1005,0.1197,0.0987,0.0841,0.1509,0.175,0.1486,0.1225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1276,0.1228,0.1027,0.0953,0.1538,0.1426,0.1327,0.1225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1418,0.1171,0.1203,0.1011,0.1553,0.1299,0.1257,0.1088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1473,0.126,0.1217,0.1071,0.1493,0.1188,0.1233,0.1065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,11,5,0.3829,0.3941,0.1117,0.1113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.369,0.3435,0.1535,0.134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3552,0.304,0.1892,0.1516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3462,0.2945,0.2029,0.1564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,12,5,0.2466,0.0,0.2534,0.0,0.2453,0.0,0.2547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2101,0.063,0.205,0.0658,0.1796,0.06,0.1588,0.0577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2008,0.1082,0.1659,0.0879,0.1464,0.0904,0.1218,0.0786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.177,0.138,0.1481,0.1097,0.1292,0.104,0.1043,0.0897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,7,2,0.9444,0.0,0.0275,0.0281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.407,0.1242,0.0535,0.0411,0.1028,0.0484,0.0145,0.0121,0.0676,0.0483,0.0108,0.0092,0.0324,0.0186,0.0056,0.0039,0.2512,0.1323,0.0655,0.0457,0.112,0.0586,0.031,0.0205,0.0864,0.057,0.0231,0.0172,0.0426,0.034,0.0122,0.0107,0.1792,0.1196,0.0726,0.0513,0.1008,0.0689,0.0369,0.0284,0.0908,0.0634,0.0366,0.0258,0.0534,0.0376,0.0215,0.0132
2,9,7,0.0359,0.9641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.532,0.1431,0.1349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.261,0.3516,0.2081,0.1793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2928,0.2772,0.2374,0.1926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,15,7,0.0,0.1207,0.0,0.0,0.0,0.3779,0.0,0.0,0.0,0.1256,0.0,0.0,0.0,0.3758,0.0,0.0,0.1232,0.084,0.0657,0.0606,0.1022,0.0781,0.0563,0.0532,0.059,0.0538,0.0438,0.0384,0.0557,0.0472,0.0442,0.0346,0.1418,0.0795,0.0736,0.0478,0.1181,0.0649,0.0612,0.0413,0.0745,0.0464,0.0487,0.0302,0.0612,0.0411,0.0448,0.0249,0.1403,0.0835,0.077,0.0468,0.1086,0.0655,0.0654,0.038,0.0792,0.046,0.049,0.0302,0.0685,0.0379,0.0382,0.0259
2,12,6,0.0087,0.0457,0.1948,0.7508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1302,0.1594,0.2473,0.4631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2225,0.2249,0.2525,0.3001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2745,0.2496,0.2433,0.2326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,8,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1552,0.1268,0.0629,0.0507,0.074,0.0614,0.0526,0.044,0.0742,0.0641,0.0459,0.039,0.0469,0.037,0.0357,0.0296,0.1429,0.1143,0.0756,0.0625,0.0768,0.0672,0.0488,0.046,0.0773,0.0656,0.0425,0.0385,0.0462,0.0391,0.0299,0.0268,0.1343,0.1122,0.0774,0.0681,0.0829,0.0621,0.0521,0.0383,0.0824,0.067,0.045,0.0401,0.0455,0.0398,0.0293,0.0235
4,14,6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1411,0.0977,0.102,0.0718,0.0662,0.0532,0.0422,0.0363,0.0761,0.0618,0.0484,0.0489,0.0496,0.0364,0.0334,0.0349,0.1355,0.1056,0.0896,0.0693,0.0758,0.0613,0.0504,0.0376,0.0721,0.0636,0.046,0.0418,0.0505,0.0421,0.0309,0.0279,0.1292,0.106,0.0845,0.0668,0.0864,0.0623,0.0476,0.0398,0.0754,0.0643,0.051,0.0402,0.0487,0.0387,0.0342,0.0249
4,9,5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.137,0.1245,0.0729,0.064,0.0727,0.0671,0.0529,0.0458,0.058,0.0537,0.0497,0.0471,0.0448,0.0386,0.0359,0.0353,0.1391,0.1198,0.082,0.0679,0.0762,0.0701,0.0444,0.0414,0.0684,0.0609,0.0511,0.0423,0.0435,0.0355,0.032,0.0254,0.1386,0.109,0.0805,0.0641,0.0834,0.0646,0.0466,0.0411,0.0769,0.0606,0.0531,0.0406,0.0451,0.0383,0.0292,0.0283
4,14,8,0.0945,0.9055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.117,0.1092,0.089,0.0954,0.0617,0.0609,0.0491,0.0508,0.055,0.0572,0.0473,0.0478,0.0452,0.0428,0.0369,0.0347,0.1257,0.0998,0.0956,0.0791,0.0707,0.0583,0.0552,0.0442,0.0611,0.0506,0.0484,0.0413,0.0539,0.0423,0.0392,0.0346,0.1191,0.0986,0.0917,0.077,0.0808,0.0578,0.0549,0.0453,0.0694,0.0541,0.0492,0.0378,0.0519,0.0414,0.0423,0.0287
2,4,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8024,0.0679,0.1045,0.0252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.668,0.116,0.1609,0.0551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5626,0.1543,0.2045,0.0786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,10,7,0.0387,0.1803,0.4584,0.3226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2418,0.1787,0.3635,0.216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3186,0.1907,0.3182,0.1725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.373,0.1923,0.2813,0.1534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,9,7,0.1287,0.4843,0.0065,0.3805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1731,0.3649,0.131,0.331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2116,0.3115,0.181,0.2959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2389,0.2938,0.2069,0.2604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,6,2,0.2747,0.2218,0.2852,0.2183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2929,0.2292,0.2735,0.2044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3084,0.2277,0.2629,0.201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3262,0.226,0.256,0.1918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,15,7,0.0,0.0423,0.0,0.0257,0.0,0.0428,0.0,0.0205,0.0,0.2857,0.0,0.1528,0.0,0.2796,0.0,0.1506,0.0693,0.1027,0.055,0.0709,0.0521,0.072,0.0408,0.0649,0.0623,0.0819,0.0565,0.0684,0.0444,0.0617,0.0392,0.0579,0.0899,0.118,0.07,0.0774,0.0626,0.0802,0.0498,0.0605,0.0524,0.0699,0.0452,0.0542,0.0406,0.0514,0.0317,0.0462,0.0998,0.1214,0.0719,0.0811,0.0655,0.0754,0.0522,0.055,0.0592,0.0693,0.0453,0.0531,0.0413,0.0438,0.0301,0.0356
2,10,5,0.83,0.1663,0.0028,0.0009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5966,0.2497,0.0911,0.0626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4795,0.2721,0.1414,0.107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.2812,0.1744,0.1344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,16,7,0.0998,0.0422,0.6097,0.2483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1607,0.0701,0.5387,0.2305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2088,0.106,0.4623,0.2229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2461,0.1275,0.414,0.2124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
